Test,Status,TopsRaw,OpCountRaw,TopsEff,OpCountEff,SimCycles,SimTimeSec,SimCycles/sec,TotTimeSec,Description
0-10conv_relu_wave,FAIL,0,1412,0,2852,0,-1e-06,0,2523.8395755290985,Resnet-like network with 10 Conv2D and Relu layer pairs
0-116conv_tanh_wave,WAIVE-ME_ACC,0,17842,0,36242,0,-1e-06,0,34.09586834907532,Resnet-like network with 116 Conv2D and Relu layer pairs
0-1conv0_b16_wave,FAIL,0,51,0,51,0,-1e-06,0,2295.572291612625,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_c1h16_wave,PASS,0,771,0,771,0,-1e-06,0,1276.7025549411774,"Existance test for 1 conv2D layer with 1x1 filter, 16x16 image, 1 input channel"
0-1conv0_c1h2_wave,PASS,0,15,0,15,0,-1e-06,0,1466.4170150756836,"Existance test for 1 conv2D layer with 1x1 filter, 2x2 image, 1 input channel"
0-1conv0_h16r2s2_wave,PASS,0,774,0,774,0,-1e-06,0,1370.2856781482697,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_h16r3s2_wave,FAIL,0,1287,0,1419,0,-1e-06,0,2299.8793671131134,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_h55c256m1_wave,FAIL,0,2323458,0,2323458,0,-1e-06,0,1616.6199405193329,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_padvalid_wave,FAIL,0,1281804,0,1281804,0,-1e-06,0,1680.7521679401398,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_qemu_wave,FAIL,0,6,0,6,0,-1e-06,0,2451.8798291683197,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_wave,FAIL,0,6,0,6,0,-1e-06,0,2401.643091917038,Existence test for wave scheduler
0-1conv0m4_wave,FAIL,0,15,0,15,0,-1e-06,0,2524.167824268341,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0m8_wave,FAIL,0,27,0,27,0,-1e-06,0,1616.6158437728882,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv1avgpool_wave,FAIL,0,83,0,83,0,-1e-06,0,2524.5430133342743,Two Conv2D layers back to back
0-1conv1ba1_fp32_wave,FAIL,0,226796349,0,236990724,0,-1e-06,0,1665.4943294525146,Two Conv2D layers back to back
0-1conv1ba1_h1c64m64_fp32_wave,FAIL,0,12484,0,12484,0,-1e-06,0,2501.5558230876923,Two Conv2D layers back to back
0-1conv1ba1_h1c64m64_wave,FAIL,0,12484,0,12484,0,-1e-06,0,2358.2165982723236,Two Conv2D layers back to back
0-1conv1ba1_h4c1m1_fp32_wave,FAIL,0,70,0,70,0,-1e-06,0,983.3009667396545,Two Conv2D layers back to back
0-1conv1ba1_h4c2m2_fp32_wave,FAIL,0,202,0,202,0,-1e-06,0,1620.6327469348907,Two Conv2D layers back to back
0-1conv1ba1_h4c2m2_wave,FAIL,0,202,0,202,0,-1e-06,0,1656.2805240154266,Two Conv2D layers back to back
0-1conv1ba1_h55c1m1_b2_wave,FAIL,0,24206,0,24206,0,-1e-06,0,2075.617521047592,Two Conv2D layers back to back
0-1conv1ba1_h55c1m1_fp32_wave,FAIL,0,12106,0,12106,0,-1e-06,0,1675.6836862564087,Two Conv2D layers back to back
0-1conv1ba1_h55c1m1_wave,FAIL,0,12106,0,12106,0,-1e-06,0,1340.2231464385986,Two Conv2D layers back to back
0-1conv1ba1_wave,FAIL,0,12820,0,12820,0,-1e-06,0,1654.038997888565,Two Conv2D layers back to back
0-1conv1maxpool_k3d2_wave,WAIVE_WAVESC,0,91,0,603,0,-1e-06,0,23.043142080307007,Two Conv2D layers back to back
0-1conv1pool_b5_wave,WAIVE_WAVESC,0,403,0,403,0,-1e-06,0,16.028778553009033,Two Conv2D layers back to back
0-1conv1pool_b5m3_wave,WAIVE_WAVESC,0,1045,0,1045,0,-1e-06,0,36.0750093460083,Two Conv2D layers back to back
0-1conv1pool_wave,FAIL,0,8338,0,8338,0,-1e-06,0,1607.6085937023163,Two Conv2D layers back to back
0-1conv_h4r1_b2_wave,PASS,0,99,0,99,0,-1e-06,0,1598.5869703292847,Two Conv2D layers back to back
0-1conv_h4r1_wave,PASS,0,51,0,51,0,-1e-06,0,1585.550927400589,Two Conv2D layers back to back
0-1conv_h4r2s2_wave,PASS,0,54,0,54,0,-1e-06,0,1563.4991106987,Two Conv2D layers back to back
0-1conv_h4r3s1_b2_wave,PASS,0,299,0,619,0,-1e-06,0,1586.5632877349854,Two Conv2D layers back to back
0-1conv_h4r3s1_wave,FAIL,0,155,0,315,0,-1e-06,0,863.8689267635345,Two Conv2D layers back to back
0-1conv_h6r2s3_wave,PASS,0,74,0,74,0,-1e-06,0,882.0501799583435,Two Conv2D layers back to back
0-1conv_h6r3s2_b2_wave,PASS,0,321,0,407,0,-1e-06,0,870.8130712509155,Two Conv2D layers back to back
0-1conv_h6r3s2_wave,PASS,0,166,0,209,0,-1e-06,0,831.524661064148,Two Conv2D layers back to back
0-1conv_s8_32b_wave,PASS,0,267,0,267,0,-1e-06,0,894.5130591392517,Two Conv2D layers back to back
0-1conv_s8_wave,FAIL,0,267,0,267,0,-1e-06,0,1772.0175745487213,Two Conv2D layers back to back
0-1conv_tile_r1_e1_wave,FAIL,0,3678,0,3678,0,-1e-06,0,1776.202544927597,Single Conv2D layer with a large image
0-1conv_tile_r1_wave,PASS,0,3678,0,3678,0,-1e-06,0,1192.9557087421417,Single Conv2D layer with a large image
0-1conv_tile_r1h32_wave,PASS,0,3075,0,3075,0,-1e-06,0,1109.3621492385864,Single Conv2D layer with a large image
0-1conv_tile_wave,FAIL,0,20966,0,23286,0,-1e-06,0,1110.6455459594727,Single Conv2D layer with a large image
0-1mp_r3s2_16_wave,PASS,0,1139,0,1139,0,-1e-06,0,1081.1833057403564,Single MaxPoll layer
0-2conv3_relu_b16_wave,FAIL,0,2572,0,5132,0,-1e-06,0,1638.4829297065735,A unit test
0-2conv3_relu_wave,FAIL,0,172,0,332,0,-1e-06,0,1297.2350647449493,A unit test
0-2matmult_add_fp32_wave,FAIL,0,4217352,0,4217352,0,-1e-06,0,1275.6345944404602,"Two layer, BiasAdd followed by ResAdd"
0-3conv_ba_mult_fp32_wave,FAIL,0,31683,0,33629,0,-1e-06,0,1219.3507587909698,A unit test
0-3conv_ba_resadd_fp16_wave,FAIL,0,113519,0,121028,0,-1e-06,0,1184.3572137355804,"Two layer, BiasAdd followed by ResAdd"
0-3conv_ba_resadd_fp32_wave,FAIL,0,113519,0,121028,0,-1e-06,0,856.4059026241302,"Two layer, BiasAdd followed by ResAdd"
0-3conv_ba_resadd_h1_fp16_wave,FAIL,0,20,0,20,0,-1e-06,0,1697.7199618816376,"Two layer, BiasAdd followed by ResAdd"
0-3conv_relu_wave,FAIL,0,14,0,14,0,-1e-06,0,1843.4336953163147,A unit test
0-act_wave,WAIVE-KAENA452,0,1026,0,1026,0,-1e-06,0,17.02708625793457,A unit test
0-ba_relu_fp32_wave,FAIL,0,12,0,12,0,-1e-06,0,1820.4346158504486,A unit test
0-resadd_fp32_wave,WAIVE-RESADD_ME,0,3476,0,3476,0,-1e-06,0,16.023357391357422,"Two layer, BiasAdd followed by ResAdd"
0-resadd_uint8_wave,WAIVE-RESADD_ME,0,151,0,151,0,-1e-06,0,15.022897958755493,"Two layer, BiasAdd followed by ResAdd"
0-resadd_wave,WAIVE-RESADD_ME,0,17,0,17,0,-1e-06,0,15.020793199539185,"Two layer, BiasAdd followed by ResAdd"
0-scaleadd_wave,WAIVE-LSTM,0,36,0,36,0,-1e-06,0,16.02398109436035,"Two layer, BiasAdd followed by ResAdd"
1-1conv0_c128_wave,FAIL,0,514,0,514,0,-1e-06,0,1851.439522743225,Two Conv2D layers back to back
1-1conv0_c256_wave,FAIL,0,1026,0,1026,0,-1e-06,0,1916.314549446106,Two Conv2D layers back to back
1-1conv0_h112c1m1_wave,FAIL,0,37635,0,37635,0,-1e-06,0,1103.1750793457031,Two Conv2D layers back to back
1-1conv0_h16c128_wave,FAIL,0,98434,0,98434,0,-1e-06,0,1160.6411395072937,Two Conv2D layers back to back
1-1conv0_h16c1m1_wave,FAIL,0,1540,0,1540,0,-1e-06,0,2258.0733528137207,Two Conv2D layers back to back
1-1conv0_h16c256_wave,FAIL,0,196866,0,196866,0,-1e-06,0,2290.95405960083,Two Conv2D layers back to back
1-1conv0_h16c256m128_fp32_wave,FAIL,0,16875522,0,16875522,0,-1e-06,0,2303.127609014511,Two Conv2D layers back to back
1-1conv0_h16c256m128_wave,FAIL,0,16875522,0,16875522,0,-1e-06,0,1904.2322959899902,Two Conv2D layers back to back
1-1conv0_h16c2m1_wave,FAIL,0,1540,0,1540,0,-1e-06,0,2254.2222695350647,Two Conv2D layers back to back
1-1conv0_h224c1m1_wave,FAIL,0,75267,0,75267,0,-1e-06,0,2217.251538038254,Two Conv2D layers back to back
1-1conv0_h28c1m1_wave,FAIL,0,2355,0,2355,0,-1e-06,0,2198.700079679489,Two Conv2D layers back to back
1-1conv0_h32c128m1_wave,FAIL,0,393346,0,393346,0,-1e-06,0,1114.3465609550476,Two Conv2D layers back to back
