Test,Status,TopsRaw,OpCountRaw,TopsEff,OpCountEff,SimCycles,SimTimeSec,SimCycles/sec,TotTimeSec,Description
0-10conv_relu_wave,PASS,0.0005688960515713136,1412,0.0011490733279613215,2852,2482,0.852837,2910.2864908534693,47.38246703147888,Resnet-like network with 10 Conv2D and Relu layer pairs
0-116conv_tanh_wave,PASS,0.0005973017307756688,17842,0.0012132837869505539,36242,29871,4.804879,6216.805875860766,61.54612588882446,Resnet-like network with 116 Conv2D and Relu layer pairs
0-1conv0_b16_wave,PASS,4.377682403433476e-05,51,4.377682403433476e-05,51,1165,0.48113900000000004,2421.3377007476006,47.29659390449524,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_c1h16_wave,PASS,0.0007811550151975684,771,0.0007811550151975684,771,987,0.33722700000000005,2926.8119100783742,47.2967643737793,"Existance test for 1 conv2D layer with 1x1 filter, 16x16 image, 1 input channel"
0-1conv0_c1h2_wave,PASS,5.319148936170213e-05,15,5.319148936170213e-05,15,282,0.155101,1818.1700956151155,47.29582762718201,"Existance test for 1 conv2D layer with 1x1 filter, 2x2 image, 1 input channel"
0-1conv0_ckpt_wave,PASS,2.1818181818181818e-05,6,2.1818181818181818e-05,6,275,0.0352,7812.499999999999,14.133136987686157,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_h16r2s2_wave,PASS,0.00107202216066482,774,0.00107202216066482,774,722,0.27540800000000004,2621.5650961482597,48.38180589675903,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_h16r3s2_wave,PASS,0.0012844311377245509,1287,0.0014161676646706586,1419,1002,0.244676,4095.211626804427,43.21846079826355,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_h55c256m1_wave,PASS,0.007259445104042992,2323458,0.007259445104042992,2323458,320060,53.72516,5957.357781717169,99.76413202285767,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_padvalid_wave,PASS,0.0019555345360234943,1281804,0.0019555345360234943,1281804,655475,87.854322,7460.930607375241,170.17072796821594,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_qemu_wave,PASS,0,6,0,6,0,-1e-06,0,292.73853731155396,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0_wave,PASS,2.1818181818181818e-05,6,2.1818181818181818e-05,6,275,0.203935,1348.468874886606,40.198872804641724,Existence test for wave scheduler
0-1conv0m16_wave,PASS,0.00015789473684210527,51,0.00015789473684210527,51,323,0.171364,1884.876636866553,43.21297216415405,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0m4_wave,PASS,5.319148936170213e-05,15,5.319148936170213e-05,15,282,0.115104,2449.9582985821517,45.25406622886658,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv0m8_wave,PASS,9.121621621621621e-05,27,9.121621621621621e-05,27,296,0.062837,4710.6004424145,51.45059609413147,Existence tests for 1 conv2D layer with 1x1 filter and 1x1 image. It multiplies 2 * 3 = 6.
0-1conv1avgpool_wave,PASS,0.0002530487804878049,83,0.0002530487804878049,83,328,0.070181,4673.629614853024,46.257330894470215,Two Conv2D layers back to back
0-1conv1ba1_fp32_wave,PASS,0.19948189197723337,226796349,0.20844849669327933,236990724,1136927,191.529387,5936.044686448038,289.72403264045715,Two Conv2D layers back to back
0-1conv1ba1_h1c64m64_fp32_wave,PASS,0.0031879468845760982,12484,0.0031879468845760982,12484,3916,0.573106,6832.941899055323,40.19258141517639,Two Conv2D layers back to back
0-1conv1ba1_h1c64m64_wave,PASS,0.0055435168738898755,12484,0.0055435168738898755,12484,2252,0.7995369999999999,2816.6301246846615,43.207703590393066,Two Conv2D layers back to back
0-1conv1ba1_h4c1m1_fp32_wave,PASS,0.00021341463414634146,70,0.00021341463414634146,70,328,0.116076,2825.7348633653814,48.36785531044006,Two Conv2D layers back to back
0-1conv1ba1_h4c2m2_fp32_wave,PASS,0.0005611111111111111,202,0.0005611111111111111,202,360,0.195106,1845.1508410812585,44.21650695800781,Two Conv2D layers back to back
0-1conv1ba1_h4c2m2_wave,PASS,0.0006047904191616766,202,0.0006047904191616766,202,334,0.151092,2210.573690201996,44.217865228652954,Two Conv2D layers back to back
0-1conv1ba1_h55c1m1_b2_wave,PASS,0.0028521267821373865,24206,0.0028521267821373865,24206,8487,2.369253,3582.1417130209393,50.4273579120636,Two Conv2D layers back to back
0-1conv1ba1_h55c1m1_fp32_wave,PASS,0.0010734172725660577,12106,0.0010734172725660577,12106,11278,4.336399,2600.775436024222,46.24887752532959,Two Conv2D layers back to back
